pattern_id,pattern_type,account
147,GATHER-SCATTER,012::800550B60
147,GATHER-SCATTER,011974::80192CF70
147,GATHER-SCATTER,011852::800B7DA00
147,GATHER-SCATTER,003::80079AFA0
147,GATHER-SCATTER,003::800E1A2C0
147,GATHER-SCATTER,0015::8000A7C40
147,GATHER-SCATTER,022::80020C2A0
147,GATHER-SCATTER,001412::800C4FB60
147,GATHER-SCATTER,001299::80142A910
147,GATHER-SCATTER,00220::80087EA60
147,GATHER-SCATTER,011::80069EE60
147,GATHER-SCATTER,001501::800C5D910
147,GATHER-SCATTER,01420::80045FE30
147,GATHER-SCATTER,01729::801485510
147,GATHER-SCATTER,015010::801EE5CA0
147,GATHER-SCATTER,011657::800EF7C00
148,STACK,027920::807B41560
148,STACK,011056::801E30F10
148,STACK,0222268::808AE2130
148,STACK,012963::804F6B6E0
148,STACK,0134920::80CE3BE30
148,STACK,0228009::80AD40250
148,STACK,025768::80791F9C0
148,STACK,022345::8010D4FC0
148,STACK,0010441::803CF4370
148,STACK,0112733::805409060
148,STACK,0214100::805588D30
148,STACK,01132::80C981A10
148,STACK,0122047::808C30740
148,STACK,00410::801FC1E30
148,STACK,015::80C446BA0
148,STACK,0138010::80F7EFBE0
148,STACK,01588::801887E70
148,STACK,0130902::80BB947A0
148,STACK,012797::805791710
148,STACK,0243614::8100920E0
148,STACK,021258::8007A8600
149,SCATTER-GATHER,01420::801847600
149,SCATTER-GATHER,003489::801AE4070
149,SCATTER-GATHER,001::80044A5D0
149,SCATTER-GATHER,01688::80082C6C0
149,SCATTER-GATHER,001024::80098A3D0
149,SCATTER-GATHER,00410::8002E9D40
149,SCATTER-GATHER,021749::801EC18E0
149,SCATTER-GATHER,01665::800F31270
149,SCATTER-GATHER,022736::8024018F0
149,SCATTER-GATHER,0223::8000DBF20
149,SCATTER-GATHER,01588::80255E6A0
149,SCATTER-GATHER,011405::800EE6B70
149,SCATTER-GATHER,013345::802288860
149,SCATTER-GATHER,014::8007A1C40
149,SCATTER-GATHER,02843::80093B290
150,BIPARTITE,0125575::809880C00
150,BIPARTITE,01490::8003DF900
150,BIPARTITE,008354::809C2F340
150,BIPARTITE,0218885::8081D5D00
150,BIPARTITE,008539::80BA91220
150,BIPARTITE,001686::811A364F0
150,BIPARTITE,018200::8039A7AD0
150,BIPARTITE,0113744::80B0CE170
150,BIPARTITE,0110603::8076E3D00
150,BIPARTITE,025536::804ED53A0
150,BIPARTITE,0040404::80EE97110
150,BIPARTITE,028255::805368000
150,BIPARTITE,015730::80DC8D400
150,BIPARTITE,0113523::80590B960
150,BIPARTITE,0010441::80860D630
150,BIPARTITE,003229::8067736B0
150,BIPARTITE,0111631::8063DA480
150,BIPARTITE,025536::80DE274E0
150,BIPARTITE,013862::804AFC550
150,BIPARTITE,001267::80361F020
150,BIPARTITE,0012::80B7390D0
150,BIPARTITE,011852::801673D80
150,BIPARTITE,01467::802977C20
150,BIPARTITE,0220572::808D935A0
151,FAN-IN,0022575::808C0E7A0
151,FAN-IN,0071::80563D160
151,FAN-IN,0039721::80F18F9D0
151,FAN-IN,00908::801D1AD90
151,FAN-IN,0028416::80A5DCAE0
151,FAN-IN,0021884::8084F4F70
151,FAN-IN,006625::80A79C440
151,FAN-IN,0212::80F1B4940
151,FAN-IN,01547::8028F2650
151,FAN-IN,0228009::80A2A5D10
151,FAN-IN,016011::80D678DB0
151,FAN-IN,024840::802F5E0D0
151,FAN-IN,024144::8042E6710
151,FAN-IN,0013659::8058FE420
151,FAN-IN,001::800188850
151,FAN-IN,012735::8039D2050
151,FAN-IN,024::80468FA70
152,RANDOM,026::80869DF30
152,RANDOM,0111141::807C03B20
152,RANDOM,011056::80070EC40
152,RANDOM,014549::8045C0B70
152,RANDOM,0013184::805778CA0
152,RANDOM,0110057::803FBD610
152,RANDOM,00908::800AC3850
152,RANDOM,013327::801D1E330
152,RANDOM,001::8004BA030
152,RANDOM,006::80478F0B0
152,RANDOM,0116904::8064A8D40
153,STACK,015231::80266F880
153,STACK,023691::8021353D0
154,CYCLE,002824::801DAF060
154,CYCLE,0017400::80DFAB280
154,CYCLE,024811::80B8C9580
154,CYCLE,003489::8014C0730
155,GATHER-SCATTER,0020226::80E6AB680
155,GATHER-SCATTER,023885::801948590
155,GATHER-SCATTER,024840::80A2A61B0
155,GATHER-SCATTER,008771::80D1AC960
155,GATHER-SCATTER,026580::80D1E6020
155,GATHER-SCATTER,0025665::8099FC090
155,GATHER-SCATTER,006179::80CEF8B40
155,GATHER-SCATTER,0245064::8114B24A0
155,GATHER-SCATTER,0111312::804580200
155,GATHER-SCATTER,008888::80514F5E0
155,GATHER-SCATTER,0039678::80F177DB0
155,GATHER-SCATTER,0210404::80BC2A1D0
155,GATHER-SCATTER,029467::8039DA070
155,GATHER-SCATTER,0023289::808839F70
155,GATHER-SCATTER,020::80760C4D0
155,GATHER-SCATTER,01588::80E267B00
155,GATHER-SCATTER,0228101::80A48A710
155,GATHER-SCATTER,014325::8032468C0
156,SCATTER-GATHER,015231::80266F880
156,SCATTER-GATHER,023691::8021353D0
157,RANDOM,0050528::812D0C600
157,RANDOM,0148350::812D0C3C0
157,RANDOM,0148350::811FFF630
158,SCATTER-GATHER,0119::812A09CF0
158,SCATTER-GATHER,0049365::812A09D40
159,CYCLE,001::800109820
159,CYCLE,011::8001AE260
160,FAN-IN,0119::812A09CF0
160,FAN-IN,0049365::812A09D40
161,STACK,0119::811B6E700
161,STACK,0239604::80F349C90
161,STACK,0024941::809B40B80
162,BIPARTITE,0215841::8068B91C0
162,BIPARTITE,0213580::80993EAE0
162,BIPARTITE,0035655::80D7E33E0
162,BIPARTITE,023885::80D2D89A0
162,BIPARTITE,005394::80B3A54F0
162,BIPARTITE,021918::8029821C0
162,BIPARTITE,001068::80348E920
162,BIPARTITE,011813::808586D90
162,BIPARTITE,003242::801A06BB0
162,BIPARTITE,018511::80B61F6E0
162,BIPARTITE,001299::800A21910
162,BIPARTITE,016011::807B0DEE0
162,BIPARTITE,012::800BD1990
162,BIPARTITE,0010099::80440A040
162,BIPARTITE,019925::80407D1F0
162,BIPARTITE,023885::8019409A0
162,BIPARTITE,0024922::809DDA830
162,BIPARTITE,0010642::805DF0860
162,BIPARTITE,015863::803CEFB70
162,BIPARTITE,017610::80832C3E0
162,BIPARTITE,006803::803249220
162,BIPARTITE,021381::80CADC170
162,BIPARTITE,0131808::80CAED3D0
162,BIPARTITE,0115415::80B5D7AC0
162,BIPARTITE,009679::803AB9C40
162,BIPARTITE,002824::808F215B0
162,BIPARTITE,024850::802583B00
162,BIPARTITE,0013078::804F0BFF0
162,BIPARTITE,00410::800928170
162,BIPARTITE,018200::8035A4F50
163,RANDOM,0126802::809E22150
163,RANDOM,0023731::808B564F0
163,RANDOM,025637::8023202B0
163,RANDOM,0019746::808946C20
163,RANDOM,0122545::8087B1360
163,RANDOM,0010099::803E0FC70
163,RANDOM,008455::80B95A8D0
163,RANDOM,005394::8034CAA70
164,GATHER-SCATTER,015231::80266F880
164,GATHER-SCATTER,023691::8021353D0
165,RANDOM,0125164::80E33A080
165,RANDOM,005466::802DF71D0
166,CYCLE,003335::8015A6530
166,CYCLE,021575::800EC1750
166,CYCLE,022828::8011150C0
167,BIPARTITE,022::801F46AA0
167,BIPARTITE,0148389::8129AD010
167,BIPARTITE,0213137::805278170
167,BIPARTITE,012735::80B438A40
167,BIPARTITE,029685::80B2F5E60
167,BIPARTITE,0034032::80C995060
168,SCATTER-GATHER,0027755::80AD960E0
168,SCATTER-GATHER,01292::806CAE6D0
168,SCATTER-GATHER,0018324::80D2DC7D0
168,SCATTER-GATHER,016871::810FB4D10
168,SCATTER-GATHER,008823::8079C0A30
168,SCATTER-GATHER,0234032::812989E20
168,SCATTER-GATHER,0024941::809176AF0
168,SCATTER-GATHER,027241::803BEF990
168,SCATTER-GATHER,024144::80A8E65D0
169,SCATTER-GATHER,0117299::811BD8570
169,SCATTER-GATHER,018196::80B1BF360
169,SCATTER-GATHER,027::80C0458E0
169,SCATTER-GATHER,0131800::81071A7F0
169,SCATTER-GATHER,0012461::80CE75620
169,SCATTER-GATHER,0211::807C59180
169,SCATTER-GATHER,0218267::8118F49B0
169,SCATTER-GATHER,0010099::803D99E70
169,SCATTER-GATHER,00220::8002B5EE0
169,SCATTER-GATHER,0111141::80C5219E0
169,SCATTER-GATHER,0215841::80FCC1740
169,SCATTER-GATHER,0014277::80784CCE0
169,SCATTER-GATHER,0012129::80C4CCF20
169,SCATTER-GATHER,00410::80D52AE50
170,GATHER-SCATTER,015231::80266F880
170,GATHER-SCATTER,023691::8021353D0
171,CYCLE,0212789::804EFC300
171,CYCLE,0217096::8062E09A0
171,CYCLE,002627::80EEAF1E0
172,BIPARTITE,0223::811A00890
172,BIPARTITE,0119::811DCA9B0
172,BIPARTITE,0119::8000DB3C0
172,BIPARTITE,0119::811B88600
172,BIPARTITE,0223::811B9B160
172,BIPARTITE,0119::811B6E2B0
172,BIPARTITE,0118::812D06150
172,BIPARTITE,0223::8119F8CC0
172,BIPARTITE,0118::811B6E170
172,BIPARTITE,0222::800051110
172,BIPARTITE,0121::8000E1590
172,BIPARTITE,0249118::814965B00
172,BIPARTITE,0222::811D80C30
172,BIPARTITE,0223::811A65E30
173,CYCLE,0031149::80EB13650
173,CYCLE,0015447::80E0555C0
173,CYCLE,014549::806D31C80
173,CYCLE,003698::80D0D5F80
174,STACK,015231::80266F880
174,STACK,023691::8021353D0
175,STACK,0017748::80DAD2370
175,STACK,0112989::804FFC170
175,STACK,0024922::8091C8CD0
175,STACK,005394::802C34490
175,STACK,025981::803330DF0
175,STACK,0243614::81062E050
175,STACK,017615::80853A9D0
175,STACK,0120046::8062B9FD0
175,STACK,0030974::80ED2CC20
175,STACK,0243897::81023CDC0
175,STACK,018902::80A644C70
175,STACK,0143496::810617860
175,STACK,006010::8063E9D30
175,STACK,012381::800FB5AB0
175,STACK,0113090::804D08300
175,STACK,003242::807A65360
175,STACK,017222::803C12800
175,STACK,023402::8034EE910
175,STACK,02915::802077CB0
175,STACK,0014766::8058D9160
175,STACK,0119::80FDC3670
175,STACK,0133540::80FBBF780
175,STACK,011::8007F5F30
175,STACK,001412::801783860
175,STACK,011::8000F00D0
175,STACK,0125305::80957D980
175,STACK,0010::806174CC0
175,STACK,0010060::80468A0F0
175,STACK,011::8006345A0
175,STACK,008888::80DE49790
175,STACK,011974::800FC2A60
175,STACK,007::81225DDF0
175,STACK,0013667::8059B6FB0
175,STACK,0022541::808697F70
175,STACK,0012359::805673600
175,STACK,019535::803E4FA30
175,STACK,0118453::8081D8F80
175,STACK,016254::80C65FCB0
175,STACK,0036121::80E485F50
176,GATHER-SCATTER,01502::8004FDA60
176,GATHER-SCATTER,021940::801928EE0
176,GATHER-SCATTER,002385::801DB71F0
176,GATHER-SCATTER,011::801ADF5B0
176,GATHER-SCATTER,010::80016D280
176,GATHER-SCATTER,023833::801EA4520
176,GATHER-SCATTER,010::8001DB9C0
176,GATHER-SCATTER,021749::801F05EF0
176,GATHER-SCATTER,01522::800B9C510
176,GATHER-SCATTER,02915::800E604D0
176,GATHER-SCATTER,001::80083F9A0
176,GATHER-SCATTER,011107::800F2EAC0
176,GATHER-SCATTER,00513::80202B7A0
176,GATHER-SCATTER,011056::800AA6350
176,GATHER-SCATTER,022806::801CD4740
177,CYCLE,0050528::812D0C600
177,CYCLE,0148350::812D0C3C0
177,CYCLE,0148350::811FFF630
178,RANDOM,002991::802748380
178,RANDOM,0127999::80AD0E740
178,RANDOM,0221279::80C0D3710
178,RANDOM,021550::80AC30BC0
178,RANDOM,002627::8013F90B0
178,RANDOM,006276::80DF47A40
178,RANDOM,017649::80D26F0E0
178,RANDOM,0117453::80E064980
178,RANDOM,0032405::810D87E20
179,BIPARTITE,0048211::811EDA5B0
179,BIPARTITE,0048308::811ED7DF0
179,BIPARTITE,0148389::811EDAA30
179,BIPARTITE,0249176::81235EC40
179,BIPARTITE,0148016::811FCA7B0
179,BIPARTITE,0223::811EDA940
179,BIPARTITE,0048526::8120D4990
179,BIPARTITE,0223::812D1A410
179,BIPARTITE,0048309::81235EAA0
179,BIPARTITE,0223::811A65E30
180,GATHER-SCATTER,0032814::80C1EDA50
180,GATHER-SCATTER,012381::803C75EA0
180,GATHER-SCATTER,023344::8031A2600
180,GATHER-SCATTER,0043049::810BE6260
180,GATHER-SCATTER,015723::807EACC20
180,GATHER-SCATTER,027684::80943E5F0
180,GATHER-SCATTER,0229620::80DF001F0
181,CYCLE,0116843::8064773A0
181,CYCLE,0014387::808718090
181,CYCLE,0040064::80EE582B0
181,CYCLE,017222::8033ACE30
181,CYCLE,016388::8026F0EF0
181,CYCLE,0112497::80543A870
181,CYCLE,0024032::80C90D1D0
181,CYCLE,0120193::80C2E7860
181,CYCLE,01420::800F5BCB0
181,CYCLE,0231744::80BE84A00
182,GATHER-SCATTER,0119::811C597B0
182,GATHER-SCATTER,0048309::811C599A0
182,GATHER-SCATTER,0150240::812D22980
183,FAN-IN,023::80017F180
183,FAN-IN,023::8000FFF70
183,FAN-IN,011::8001BF230
183,FAN-IN,023::8001665B0
183,FAN-IN,022::800062E20
183,FAN-IN,022::80027F7A0
183,FAN-IN,023::800176CF0
184,SCATTER-GATHER,0119::811C597B0
184,SCATTER-GATHER,0048309::811C599A0
184,SCATTER-GATHER,0150240::812D22980
185,STACK,011::80005F430
185,STACK,00410::800240B70
185,STACK,023::80026F7B0
185,STACK,010::80005B110
185,STACK,022::800068180
185,STACK,010::800126360
185,STACK,020::800103300
185,STACK,015::8000746C0
185,STACK,020::8001BEBD0
185,STACK,012::8001A4020
185,STACK,020::800061190
185,STACK,020::8000FF830
185,STACK,020::8001B8900
185,STACK,020::80017C540
185,STACK,010::80011AE70
185,STACK,011::800278B80
185,STACK,001::8000EEE80
185,STACK,022::80023CE80
185,STACK,023::8000F1AF0
185,STACK,023::8001B9E90
185,STACK,01490::8002AEA60
185,STACK,020::80026E2C0
185,STACK,012::8001090A0
185,STACK,001::800116420
185,STACK,00410::80080ABC0
185,STACK,023::8001B2240
185,STACK,012::800205030
185,STACK,012::80017B3D0
185,STACK,023::8001253F0
185,STACK,020::80029B9A0
185,STACK,022::80027F7A0
185,STACK,011::800235EC0
185,STACK,020::80023AB40
185,STACK,020::80022EEB0
185,STACK,020::8000635D0
185,STACK,012::800054B70
186,FAN-IN,01490::80029E4F0
186,FAN-IN,020::80079AE10
186,FAN-IN,01362::80053C0B0
186,FAN-IN,00701::800619700
186,FAN-IN,012::80059A750
186,FAN-IN,011318::80081F5E0
186,FAN-IN,011::80012AE10
186,FAN-IN,01292::8003ED970
186,FAN-IN,01502::8009ABF50
186,FAN-IN,00410::80098DC70
186,FAN-IN,01547::8009E34E0
186,FAN-IN,01674::800906D70
186,FAN-IN,011318::800949570
186,FAN-IN,01674::8004723C0
186,FAN-IN,01420::800389010
186,FAN-IN,01490::8008B1F80
187,FAN-OUT,0122545::8120633F0
187,FAN-OUT,021918::800C57250
187,FAN-OUT,005464::811825F40
187,FAN-OUT,0213737::805FBB600
188,SCATTER-GATHER,0119::812A09CF0
188,SCATTER-GATHER,0049365::812A09D40
189,CYCLE,0119::812A09CF0
189,CYCLE,0049365::812A09D40
190,STACK,0211::808476060
190,STACK,013037::8034A7D40
190,STACK,022806::8027EC510
190,STACK,0142836::80FDF7CB0
190,STACK,002952::8070AC5B0
190,STACK,0218438::80F1C1CE0
190,STACK,012963::802C78C30
190,STACK,005365::8025DCE40
190,STACK,00908::801A90E20
190,STACK,0020226::80857D940
190,STACK,0241775::810DCEAA0
190,STACK,020::8030A5760
190,STACK,0039775::80EE67C20
190,STACK,0016649::8060B8CF0
190,STACK,0036445::80EFADF00
190,STACK,0214609::801402460
190,STACK,0030850::810FA0630
190,STACK,021749::803B194C0
190,STACK,025547::806685680
190,STACK,0234331::80C924F70
190,STACK,0229620::80AE37980
191,RANDOM,021174::800703FD0
191,RANDOM,017222::80495F410
191,RANDOM,0120438::808592ED0
191,RANDOM,006803::8034B0860
191,RANDOM,0120193::807E4A970
191,RANDOM,009587::803962650
191,RANDOM,0133590::80CD71F30
191,RANDOM,01601::80571FD40
191,RANDOM,0219860::80A884F10
192,CYCLE,02915::800AEDA60
192,CYCLE,012::800063D30
192,CYCLE,01729::800478690
192,CYCLE,01502::80063B6D0
192,CYCLE,01674::80072E610
192,CYCLE,010::8003EBFF0
192,CYCLE,020::80032F6C0
192,CYCLE,01729::80087A9A0
193,RANDOM,0131086::80B762660
193,RANDOM,0213580::80FEA9150
193,RANDOM,0116845::809F92490
193,RANDOM,028::80A4203B0
193,RANDOM,014::8031E6280
194,STACK,0125575::80982E450
194,STACK,003229::8063DFCD0
194,STACK,0036121::80F3ACA20
194,STACK,0225454::8095D1790
194,STACK,0212818::804BDD750
194,STACK,0218267::8069C3920
194,STACK,012561::804E82A60
194,STACK,0113798::80B46B3D0
194,STACK,0221032::80FBC0EE0
195,GATHER-SCATTER,002952::803724320
195,GATHER-SCATTER,012004::801C152A0
195,GATHER-SCATTER,0022062::80ED3AC70
195,GATHER-SCATTER,001412::809F49D20
195,GATHER-SCATTER,008539::80832DDB0
195,GATHER-SCATTER,013037::8032CED30
195,GATHER-SCATTER,029251::80BFF2510
195,GATHER-SCATTER,012719::801085420
195,GATHER-SCATTER,0010::80CE8FDA0
195,GATHER-SCATTER,015723::80E029020
195,GATHER-SCATTER,012963::8016AF890
195,GATHER-SCATTER,029715::80391BE70
195,GATHER-SCATTER,019329::808B1C350
195,GATHER-SCATTER,018617::80342F060
195,GATHER-SCATTER,022::80070AA30
195,GATHER-SCATTER,002439::80165CCB0
195,GATHER-SCATTER,019318::80390F790
195,GATHER-SCATTER,011405::801253D80
195,GATHER-SCATTER,021550::80429A1C0
195,GATHER-SCATTER,0028317::80A9D0C60
195,GATHER-SCATTER,029251::8042CDD80
195,GATHER-SCATTER,013057::80878BA20
195,GATHER-SCATTER,021745::802AD8DF0
196,RANDOM,0249176::812A70ED0
196,RANDOM,0049508::812A70E80
197,STACK,01547::8024DF2F0
197,STACK,029715::80B76B210
197,STACK,0214::8092F21D0
197,STACK,007::807C35490
197,STACK,0214621::80758D4D0
197,STACK,0221691::807F1F4F0
197,STACK,003881::80806B1D0
197,STACK,0212789::804B56250
197,STACK,021745::8069B8F70
197,STACK,0219860::8079CFBF0
197,STACK,002467::801F12A80
197,STACK,029467::804152B40
197,STACK,011974::8010AE030
197,STACK,023402::80242A960
197,STACK,012004::801823D10
198,FAN-OUT,019925::803F85CB0
198,FAN-OUT,0116843::80655B290
198,FAN-OUT,001267::80365F070
198,FAN-OUT,003229::8013FD400
198,FAN-OUT,0111764::807081420
198,FAN-OUT,001299::8009D3030
198,FAN-OUT,0131086::80CB534C0
198,FAN-OUT,026580::8048F5FC0
199,FAN-OUT,0119::812A09CF0
199,FAN-OUT,0049365::812A09D40
200,RANDOM,012::80026ED50
200,RANDOM,011::8002785A0
200,RANDOM,001::8000F17D0
201,GATHER-SCATTER,0119::812A09CF0
201,GATHER-SCATTER,0049365::812A09D40
202,RANDOM,001299::8008B79F0
202,RANDOM,012::800063D30
202,RANDOM,001::800139380
203,BIPARTITE,002952::803724320
203,BIPARTITE,016163::80ACD8330
203,BIPARTITE,0115249::80D263D60
203,BIPARTITE,0218438::8094C64E0
203,BIPARTITE,020::8030A5760
203,BIPARTITE,009417::8047CBDA0
203,BIPARTITE,018475::8036095E0
203,BIPARTITE,0125811::809900F20
204,SCATTER-GATHER,0021615::80B0F1830
204,SCATTER-GATHER,004403::802555EE0
204,SCATTER-GATHER,010::800E9F0B0
204,SCATTER-GATHER,0147241::812A129E0
204,SCATTER-GATHER,003149::80156DE70
204,SCATTER-GATHER,0012803::80C815B70
204,SCATTER-GATHER,0117::80E50A610
204,SCATTER-GATHER,005836::80DEE3B40
204,SCATTER-GATHER,0222697::8087F4940
204,SCATTER-GATHER,0027120::809F77020
204,SCATTER-GATHER,0015085::81121FAB0
204,SCATTER-GATHER,0228054::80A49BA50
204,SCATTER-GATHER,0225454::80974CBF0
204,SCATTER-GATHER,013327::8021BC810
204,SCATTER-GATHER,02591::801A8B2F0
205,RANDOM,0013067::809888C90
205,RANDOM,0035655::80D3B56B0
205,RANDOM,002053::800D201E0
205,RANDOM,029788::80B92D990
205,RANDOM,014663::80848BBA0
205,RANDOM,023::801FFD3E0
205,RANDOM,0024224::80A150B90
205,RANDOM,001::800C15DD0
205,RANDOM,0240304::80F1F8550
206,RANDOM,012004::801EDDAB0
206,RANDOM,025981::804427530
206,RANDOM,003514::80B5B9D40
206,RANDOM,0017120::8064693B0
207,FAN-OUT,017649::80936C2A0
207,FAN-OUT,0115159::806729EF0
207,FAN-OUT,0137273::80ED24960
207,FAN-OUT,021918::8089DC420
207,FAN-OUT,009::807051670
208,FAN-IN,0050528::812D0C600
208,FAN-IN,0148350::812D0C3C0
208,FAN-IN,0148350::811FFF630
209,STACK,021749::801D86260
209,STACK,001::801CF2AD0
209,STACK,01522::800A54A70
209,STACK,012381::801318F70
209,STACK,021940::80125D6D0
209,STACK,00220::8006F8830
209,STACK,011157::800B11170
209,STACK,022775::80104C350
209,STACK,001655::801C0A920
209,STACK,004403::801A3CC30
209,STACK,011107::801F819D0
209,STACK,0118::8000E0CA0
209,STACK,001655::8014E2420
209,STACK,021258::800859800
209,STACK,004600::801CAED50
209,STACK,002947::80187AF80
209,STACK,00701::800E84250
209,STACK,021749::8018C3110
209,STACK,01522::8004D8EA0
209,STACK,022736::8019ACB80
209,STACK,001411::8016221C0
209,STACK,00701::8004257C0
209,STACK,002991::8012DE8D0
209,STACK,00220::8013F7460
210,FAN-IN,0011402::8046427D0
210,FAN-IN,0039198::811451920
210,FAN-IN,003::8022EFC20
210,FAN-IN,0222819::808D78400
210,FAN-IN,021611::80B89ED40
210,FAN-IN,019318::803803990
210,FAN-IN,001299::8020FB5E0
210,FAN-IN,0231744::80BEB87E0
210,FAN-IN,015980::8080DB4C0
210,FAN-IN,011056::800E3D880
210,FAN-IN,022164::8014621B0
210,FAN-IN,008623::80777E5C0
211,FAN-OUT,023691::80264C1F0
211,FAN-OUT,0028248::80A7C4D30
211,FAN-OUT,018196::80ABCC020
211,FAN-OUT,0112931::80523DE60
211,FAN-OUT,0112497::804B57D80
211,FAN-OUT,002467::80C8CE650
211,FAN-OUT,001::805A6E450
211,FAN-OUT,009::806148630
211,FAN-OUT,025547::802BCF370
211,FAN-OUT,02915::802070E20
211,FAN-OUT,016847::8029D6E00
211,FAN-OUT,0024869::80C6B4620
211,FAN-OUT,011318::80155CC50
211,FAN-OUT,026818::80BF34020
211,FAN-OUT,009679::80452D470
211,FAN-OUT,0224866::809EB9170
211,FAN-OUT,0013432::808207800
212,SCATTER-GATHER,012797::80D955860
212,SCATTER-GATHER,0210261::803B8BFC0
212,SCATTER-GATHER,0013969::81223EDF0
212,SCATTER-GATHER,007675::8093BA230
212,SCATTER-GATHER,001::800340470
212,SCATTER-GATHER,0225215::8098DA930
212,SCATTER-GATHER,022164::80236ED50
212,SCATTER-GATHER,003698::808222DA0
212,SCATTER-GATHER,019474::80DA6F420
212,SCATTER-GATHER,0214615::80D634110
213,STACK,0119::811C597B0
213,STACK,0048309::811C599A0
213,STACK,0150240::812D22980
213,STACK,0222::811B83280
214,GATHER-SCATTER,0012359::80E146250
214,GATHER-SCATTER,011852::800EFDCD0
214,GATHER-SCATTER,00795::802E15100
214,GATHER-SCATTER,0215897::80D42DCF0
214,GATHER-SCATTER,0120193::80EF6EAA0
214,GATHER-SCATTER,0124368::80D8036D0
214,GATHER-SCATTER,0071::805384DD0
214,GATHER-SCATTER,001665::8085384E0
214,GATHER-SCATTER,01588::8003BB5F0
214,GATHER-SCATTER,013145::80F959CD0
214,GATHER-SCATTER,01362::8037951D0
214,GATHER-SCATTER,0222965::80EFDDBB0
214,GATHER-SCATTER,011::800924840
214,GATHER-SCATTER,003698::80AE9A7B0
214,GATHER-SCATTER,0120292::8087EF140
214,GATHER-SCATTER,0110::80CE474D0
214,GATHER-SCATTER,0016787::80613F530
214,GATHER-SCATTER,011107::8008A24F0
214,GATHER-SCATTER,0033739::80C7F3EF0
214,GATHER-SCATTER,0119742::80BEF6450
214,GATHER-SCATTER,011657::800C67560
214,GATHER-SCATTER,003698::80DF83250
215,FAN-OUT,0223::811A00890
215,FAN-OUT,0119::811DCA9B0
215,FAN-OUT,0228101::80B0C3F40
215,FAN-OUT,0119::8000DB3C0
215,FAN-OUT,0118::812D06150
215,FAN-OUT,0222::800051110
215,FAN-OUT,0118::811B6E170
215,FAN-OUT,0223::8119F8CC0
215,FAN-OUT,0118::811B9B110
215,FAN-OUT,0121::8000E1590
215,FAN-OUT,0222::811D80C30
215,FAN-OUT,0118::811A67510
215,FAN-OUT,0148016::811DCA680
215,FAN-OUT,0223::811A65E30
216,RANDOM,0148350::812D0C3C0
216,RANDOM,0148350::811FFF630
217,CYCLE,011::80005F430
217,CYCLE,0234222::80DCF9990
217,CYCLE,0240774::80EDF8C80
217,CYCLE,010::8005F0660
217,CYCLE,0235551::80D59FF50
217,CYCLE,0223::811B86440
217,CYCLE,016109::803E47E50
217,CYCLE,01601::808FE2E00
217,CYCLE,0148016::811F4AF40
217,CYCLE,0015747::80F95BC50
217,CYCLE,018511::80C813A70
217,CYCLE,00513::801771410
218,FAN-OUT,0239330::81038DCB0
218,FAN-OUT,001241::805B0A6A0
218,FAN-OUT,0111031::804409300
218,FAN-OUT,0116843::8065B6980
218,FAN-OUT,001412::800DE5840
218,FAN-OUT,0214615::80DF1C220
218,FAN-OUT,0110057::80C3C2A60
218,FAN-OUT,0111764::808E0ED00
218,FAN-OUT,0017907::80BE64830
218,FAN-OUT,0027995::80A478E10
218,FAN-OUT,0012278::806DD1920
218,FAN-OUT,001::80245C4A0
218,FAN-OUT,0117435::8073DCDF0
218,FAN-OUT,0028237::80A5DFA40
218,FAN-OUT,0210431::809BFD6B0
218,FAN-OUT,01198::80FE5ABE0
218,FAN-OUT,0217096::806DB4BA0
219,CYCLE,0012::80BEC8340
219,CYCLE,0233168::80C11E710
219,CYCLE,0113060::805AD2D20
219,CYCLE,00513::8027C1CE0
219,CYCLE,0022091::80846C890
219,CYCLE,014077::8017C4780
219,CYCLE,0111312::8046CBEE0
220,RANDOM,012::804B2E420
220,RANDOM,02591::80B7C97B0
220,RANDOM,015010::80362C640
220,RANDOM,029944::80DB1E720
220,RANDOM,005464::80C8841B0
220,RANDOM,023344::801E81890
220,RANDOM,004::80DB2EFC0
220,RANDOM,0123997::80A633EB0
220,RANDOM,0013184::8054913D0
220,RANDOM,00410::8002F2E90
220,RANDOM,009665::804234190
221,GATHER-SCATTER,0119::811C597B0
221,GATHER-SCATTER,0048309::811C599A0
221,GATHER-SCATTER,0222::811B83280
222,CYCLE,021918::801112050
222,CYCLE,0231004::80DDC3890
222,CYCLE,006179::807CF4100
222,CYCLE,0221130::80BDA4A90
223,FAN-OUT,0119::812A09CF0
223,FAN-OUT,0049365::812A09D40
224,FAN-OUT,015231::80266F880
224,FAN-OUT,023691::8021353D0
225,STACK,0028094::80A6CED00
225,STACK,016254::8025E28D0
225,STACK,0043049::80FE11FA0
225,STACK,023::80595BED0
225,STACK,0232304::80C2E5A90
225,STACK,025075::80600C430
225,STACK,0210829::8067B9300
225,STACK,012561::80178FAA0
225,STACK,006::80A110B80
225,STACK,0222363::80BED30D0
225,STACK,0116781::806E1E420
225,STACK,008::8095C19A0
225,STACK,0210261::80C48F890
225,STACK,0010344::80DFB9AD0
225,STACK,027637::8037983D0
225,STACK,01502::8015936C0
225,STACK,0115249::805ED9330
225,STACK,005464::80261A170
225,STACK,024132::808F74570
225,STACK,022164::801A1E020
225,STACK,0222268::808B43660
